6.566000	7.013000	Sa
7.013000	7.693000	Kh
7.693000	8.775000	K
8.775000	9.867000	K
8.775000	9.366000	Kh
9.867000	10.555000	H
10.949000	12.005000	Sa
12.005000	12.514000	Sa
12.577000	13.847000	K
12.577000	13.132000	Kh
13.185000	13.847000	H
15.288000	15.771000	Sa
15.833000	16.325000	Kh
16.415000	17.497000	K
17.497000	18.553000	K
17.497000	18.052000	Kh
18.553000	19.277000	H
19.680000	20.744000	K
20.708000	21.245000	K
21.308000	21.907000	Kh
21.308000	22.515000	K
21.907000	22.515000	H
22.864000	23.437000	H
23.472000	23.973000	H
23.929000	24.609000	Sa
25.655000	26.201000	Kh
26.201000	26.711000	Sa
26.764000	27.230000	Kh
28.920000	29.430000	Kh
29.475000	30.584000	K
30.584000	31.273000	H
31.649000	32.158000	H
32.203000	32.722000	H
32.722000	33.259000	Sa
34.386000	34.949000	Kh
34.949000	35.450000	Sa
35.996000	37.150000	Sa
37.150000	37.660000	Sa
37.713000	38.277000	Kh
39.333000	39.959000	H
40.272000	41.488000	H
40.880000	41.488000	Kh
41.488000	41.962000	Sa
42.016000	42.499000	Kh
42.562000	43.671000	K
43.671000	44.252000	Kh
44.252000	44.798000	K
44.798000	45.514000	H
45.907000	46.936000	K
46.936000	47.455000	K
47.500000	48.090000	Kh
48.090000	48.743000	H
49.029000	50.201000	H
50.201000	50.711000	Sa
50.765000	51.301000	Kh
51.301000	52.411000	K
52.411000	53.493000	K
52.411000	53.037000	Kh
53.529000	54.173000	H
54.593000	56.284000	Kh
56.284000	57.438000	K
60.095000	60.703000	K
62.206000	63.351000	Sa
63.351000	63.914000	Kh
65.515000	66.097000	Kh
70.883000	72.054000	Sa
72.019000	72.600000	Kh
74.192000	74.756000	Kh
76.948000	77.511000	Kh
78.620000	79.542000	Kh
79.631000	80.785000	H
81.841000	82.977000	K
82.977000	83.835000	H
