5.492421	8.704000	H
8.749000	9.276000	Mu
9.831000	11.638000	H
13.624000	15.216000	Me
14.402000	17.193000	H
17.497000	17.998000	Me
18.579000	20.449000	H
22.927000	25.011000	K
25.118000	26.487000	H
28.911000	29.537000	K
29.537000	30.504000	K
30.584000	31.362000	H
31.666000	33.804000	K
33.804000	35.164000	H
37.141000	38.188000	K
38.188000	39.306000	K
39.306000	40.066000	Kh
41.372000	42.499000	K
42.499000	43.653000	K
45.872000	48.895000	Me
50.130000	51.239000	K
51.239000	52.384000	K
54.549000	55.729000	K
55.729000	57.608000	Me
58.878000	60.005000	Kh
61.669000	63.225000	K
62.241000	63.225000	Kh
63.404000	64.353000	K
64.353000	65.605000	K
