6.494000	7.022000	Kh
7.022000	7.514000	Kh
9.214000	9.777000	Mu
9.777000	10.931000	Kh
9.777000	10.931000	K
11.951000	13.284000	K
15.252000	15.788000	Kh
15.788000	16.263000	Kh
18.597000	19.572000	K
18.597000	19.134000	Kh
20.699000	22.068000	K
22.873000	24.000000	K
24.000000	25.047000	Kh
25.083000	26.460000	H
30.566000	31.407000	Mu
31.631000	32.740000	K
32.704000	33.849000	K
33.849000	35.191000	H
37.642000	39.243000	K
39.243000	40.030000	Kh
40.325000	41.417000	H
41.417000	41.900000	K
42.437000	43.573000	K
43.573000	44.279000	H
45.845000	46.390000	Me
46.954000	48.806000	Me
49.038000	50.210000	H
49.038000	50.210000	K
50.210000	50.774000	K
51.275000	52.482000	K
53.457000	54.101000	Kh
54.495000	55.264000	Me
55.264000	57.492000	Me
58.878000	59.406000	Kh
59.406000	59.889000	Kh
61.642000	63.243000	K
61.642000	63.243000	Kh
63.243000	64.326000	K
64.370000	66.070000	K
67.635000	68.673000	Kh
70.382000	72.010000	K
70.382000	72.010000	Kh
72.072000	73.110000	K
73.110000	74.738000	K
75.266000	77.189000	K
75.266000	77.189000	H
78.585000	79.103000	Mu
79.667000	81.537000	H
83.469000	84.488000	Me
84.202000	87.226000	H
87.306000	88.389000	Mu
88.353000	90.079000	H
92.700000	94.901000	H
92.700000	94.901000	K
94.937000	96.359000	H
98.434000	99.338000	K
99.338000	100.322000	K
100.322000	100.894000	Kh
101.440000	103.560000	H
101.440000	103.560000	K
103.622000	105.045000	H
107.236000	108.068000	K
111.307000	112.299000	K
112.353000	113.471000	K
115.618000	116.396000	K
116.432000	118.606000	Me
120.019000	121.048000	K
121.048000	122.184000	K
124.393000	125.547000	k
125.547000	127.337000	Me
129.197000	129.752000	Kh
131.469000	133.070000	Kh
131.469000	133.070000	K
133.124000	134.189000	K
134.189000	135.387000	K
135.351000	136.237000	H
